Zip Code,CITY
93287,WOODY
93291,VISALIA
93292,VISALIA
93301,BAKERSFIELD
93302,BAKERSFIELD
93303,BAKERSFIELD
93304,BAKERSFIELD
93305,BAKERSFIELD
93306,BAKERSFIELD
93307,BAKERSFIELD
93308,BAKERSFIELD
93309,BAKERSFIELD
93311,BAKERSFIELD
93312,BAKERSFIELD
93313,BAKERSFIELD
93380,BAKERSFIELD
93381,BAKERSFIELD
93382,BAKERSFIELD
93383,BAKERSFIELD
93384,BAKERSFIELD
93385,BAKERSFIELD
93386,BAKERSFIELD
93387,BAKERSFIELD
93388,BAKERSFIELD
93389,BAKERSFIELD
93390,BAKERSFIELD
93401,SAN LUIS OBISPO
93402,LOS OSOS
93403,SAN LUIS OBISPO
93405,SAN LUIS OBISPO
93406,SAN LUIS OBISPO
93407,SAN LUIS OBISPO
93408,SAN LUIS OBISPO
93409,SAN LUIS OBISPO
93410,SAN LUIS OBISPO
93412,LOS OSOS
93420,ARROYO GRANDE
93421,ARROYO GRANDE
93422,ATASCADERO
93423,ATASCADERO
93424,AVILA BEACH
93426,BRADLEY
93427,BUELLTON
93428,CAMBRIA
93429,CASMALIA
93430,CAYUCOS
93432,CRESTON
93433,GROVER BEACH
93434,GUADALUPE
93435,HARMONY
93436,LOMPOC
93437,LOMPOC
93438,LOMPOC
93440,LOS ALAMOS
93441,LOS OLIVOS
93442,MORRO BAY
93443,MORRO BAY
93444,NIPOMO
93445,OCEANO
93446,PASO ROBLES
93447,PASO ROBLES
93448,PISMO BEACH
93449,PISMO BEACH
93450,SAN ARDO
93451,SAN MIGUEL
93452,SAN SIMEON
93453,SANTA MARGARITA
93454,SANTA MARIA
93455,SANTA MARIA
93456,SANTA MARIA
93457,SANTA MARIA
93458,SANTA MARIA
93460,SANTA YNEZ
93461,SHANDON
93463,SOLVANG
93464,SOLVANG
93465,TEMPLETON
93483,GROVER BEACH
93501,MOJAVE
93502,MOJAVE
93504,CALIFORNIA CITY
93505,CALIFORNIA CITY
93510,ACTON
93512,BENTON
93513,BIG PINE
93514,BISHOP
93515,BISHOP
93516,BORON
93517,BRIDGEPORT
93518,CALIENTE
93519,CANTIL
93522,DARWIN
93523,EDWARDS
93524,EDWARDS
93526,INDEPENDENCE
93527,INYOKERN
93528,JOHANNESBURG
93529,JUNE LAKE
93530,KEELER
93531,KEENE
93532,LAKE HUGHES
93534,LANCASTER
93535,LANCASTER
93536,LANCASTER
93539,LANCASTER
93541,LEE VINING
93542,LITTLE LAKE
93543,LITTLEROCK
93544,LLANO
93545,LONE PINE
93546,MAMMOTH LAKES
93549,OLANCHA
93550,PALMDALE
93551,PALMDALE
93552,PALMDALE
93553,PEARBLOSSOM
93554,RANDSBURG
93555,RIDGECREST
93556,RIDGECREST
93558,RED MOUNTAIN
93560,ROSAMOND
93561,TEHACHAPI
93562,TRONA
93563,VALYERMO
93581,TEHACHAPI
93584,LANCASTER
93586,LANCASTER
93590,PALMDALE
93591,PALMDALE
93592,TRONA
93596,BORON
93599,PALMDALE
93601,AHWAHNEE
93602,AUBERRY
93603,BADGER
93604,BASS LAKE
93605,BIG CREEK
93606,BIOLA
93607,BURREL
93608,CANTUA CREEK
93609,CARUTHERS
93610,CHOWCHILLA
93611,CLOVIS
93612,CLOVIS
93613,CLOVIS
93614,COARSEGOLD
93615,CUTLER
93616,DEL REY
93618,DINUBA
93620,DOS PALOS
93621,DUNLAP
93622,FIREBAUGH
93623,FISH CAMP
93624,FIVE POINTS
93625,FOWLER
93626,FRIANT
93627,HELM
93628,HUME
93630,KERMAN
93631,KINGSBURG
93633,KINGS CANYON NATIONAL PK
93634,LAKESHORE
93635,LOS BANOS
93637,MADERA
93638,MADERA
93639,MADERA
93640,MENDOTA
93641,MIRAMONTE
93642,MONO HOT SPRINGS
93643,NORTH FORK
93644,OAKHURST
93645,O NEALS
93646,ORANGE COVE
93647,OROSI
93648,PARLIER
93649,PIEDRA
93650,FRESNO
93651,PRATHER
93652,RAISIN
93653,RAYMOND
93654,REEDLEY
93656,RIVERDALE
93657,SANGER
93660,SAN JOAQUIN
93661,SANTA RITA PARK
93662,SELMA
93664,SHAVER LAKE
93665,SOUTH DOS PALOS
93666,SULTANA
93667,TOLLHOUSE
93668,TRANQUILLITY
93669,WISHON
93670,YETTEM
93673,TRAVER
93675,SQUAW VALLEY
93701,FRESNO
93702,FRESNO
93703,FRESNO
93704,FRESNO
93705,FRESNO
93706,FRESNO
93707,FRESNO
93708,FRESNO
93709,FRESNO
93710,FRESNO
93711,FRESNO
93712,FRESNO
93714,FRESNO
93715,FRESNO
93716,FRESNO
93717,FRESNO
93718,FRESNO
93720,FRESNO
93721,FRESNO
93722,FRESNO
93724,FRESNO
93725,FRESNO
93726,FRESNO
93727,FRESNO
93728,FRESNO
93729,FRESNO
93740,FRESNO
93741,FRESNO
93744,FRESNO
93745,FRESNO
93747,FRESNO
93750,FRESNO
93755,FRESNO
93760,FRESNO
93761,FRESNO
93762,FRESNO
93764,FRESNO
93765,FRESNO
93771,FRESNO
93772,FRESNO
93773,FRESNO
93774,FRESNO
93775,FRESNO
93776,FRESNO
93777,FRESNO
93778,FRESNO
93779,FRESNO
93780,FRESNO
93784,FRESNO
93786,FRESNO
93790,FRESNO
93791,FRESNO
93792,FRESNO
93793,FRESNO
93794,FRESNO
93844,FRESNO
93888,FRESNO
93901,SALINAS
93902,SALINAS
93905,SALINAS
93906,SALINAS
93907,SALINAS
93908,SALINAS
93912,SALINAS
93915,SALINAS
93920,BIG SUR
93921,CARMEL
93922,CARMEL
93923,CARMEL
93924,CARMEL VALLEY
93925,CHUALAR
93926,GONZALES
93927,GREENFIELD
93928,JOLON
93930,KING CITY
93932,LOCKWOOD
93933,MARINA
93940,MONTEREY
93942,MONTEREY
93943,MONTEREY
93944,MONTEREY
93950,PACIFIC GROVE
93953,PEBBLE BEACH
93954,SAN LUCAS
93955,SEASIDE
93960,SOLEDAD
93962,SPRECKELS
94002,BELMONT
94003,BELMONT
94005,BRISBANE
94010,BURLINGAME
94011,BURLINGAME
94012,BURLINGAME
94013,DALY CITY
94014,DALY CITY
94015,DALY CITY
94016,DALY CITY
94017,DALY CITY
94018,EL GRANADA
94019,HALF MOON BAY
94020,LA HONDA
94021,LOMA MAR
94022,LOS ALTOS
94023,LOS ALTOS
94024,LOS ALTOS
94025,MENLO PARK
94026,MENLO PARK
94027,ATHERTON
94028,PORTOLA VALLEY
94029,MENLO PARK
94030,MILLBRAE
94031,MILLBRAE
94035,MOUNTAIN VIEW
94037,MONTARA
94038,MOSS BEACH
94039,MOUNTAIN VIEW
94040,MOUNTAIN VIEW
94041,MOUNTAIN VIEW
94042,MOUNTAIN VIEW
94043,MOUNTAIN VIEW
94044,PACIFICA
94045,PACIFICA
94059,REDWOOD CITY
94060,PESCADERO
94061,REDWOOD CITY
94062,REDWOOD CITY
94063,REDWOOD CITY
94064,REDWOOD CITY
94065,REDWOOD CITY
94066,SAN BRUNO
94067,SAN BRUNO
94070,SAN CARLOS
94071,SAN CARLOS
94074,SAN GREGORIO
94080,SOUTH SAN FRANCISCO
94083,SOUTH SAN FRANCISCO
94085,SUNNYVALE
94086,SUNNYVALE
94087,SUNNYVALE
94088,SUNNYVALE
94089,SUNNYVALE
94090,SUNNYVALE
94096,SAN BRUNO
94098,SAN BRUNO
94099,SOUTH SAN FRANCISCO
94101,SAN FRANCISCO
94102,SAN FRANCISCO
94103,SAN FRANCISCO
94104,SAN FRANCISCO
94105,SAN FRANCISCO
94106,SAN FRANCISCO
94107,SAN FRANCISCO
94108,SAN FRANCISCO
94109,SAN FRANCISCO
94110,SAN FRANCISCO
94111,SAN FRANCISCO
94112,SAN FRANCISCO
94114,SAN FRANCISCO
94115,SAN FRANCISCO
94116,SAN FRANCISCO
94117,SAN FRANCISCO
94118,SAN FRANCISCO
94119,SAN FRANCISCO
94120,SAN FRANCISCO
94121,SAN FRANCISCO
94122,SAN FRANCISCO
94123,SAN FRANCISCO
94124,SAN FRANCISCO
94125,SAN FRANCISCO
94126,SAN FRANCISCO
94127,SAN FRANCISCO
94128,SAN FRANCISCO
94129,SAN FRANCISCO
94130,SAN FRANCISCO
94131,SAN FRANCISCO
94132,SAN FRANCISCO
94133,SAN FRANCISCO
94134,SAN FRANCISCO
94135,SAN FRANCISCO
94136,SAN FRANCISCO
94137,SAN FRANCISCO
94138,SAN FRANCISCO
94139,SAN FRANCISCO
94140,SAN FRANCISCO
94141,SAN FRANCISCO
94142,SAN FRANCISCO
94143,SAN FRANCISCO
94144,SAN FRANCISCO
94145,SAN FRANCISCO
94146,SAN FRANCISCO
94147,SAN FRANCISCO
94150,SAN FRANCISCO
94151,SAN FRANCISCO
94152,SAN FRANCISCO
94153,SAN FRANCISCO
94154,SAN FRANCISCO
94155,SAN FRANCISCO
94156,SAN FRANCISCO
94157,SAN FRANCISCO
94159,SAN FRANCISCO
94160,SAN FRANCISCO
94161,SAN FRANCISCO
94162,SAN FRANCISCO
94163,SAN FRANCISCO
94164,SAN FRANCISCO
94165,SAN FRANCISCO
94166,SAN FRANCISCO
94167,SAN FRANCISCO
94168,SAN FRANCISCO
94169,SAN FRANCISCO
94170,SAN FRANCISCO
94171,SAN FRANCISCO
94172,SAN FRANCISCO
94175,SAN FRANCISCO
94177,SAN FRANCISCO
94188,SAN FRANCISCO
94203,SACRAMENTO
94204,SACRAMENTO
94205,SACRAMENTO
94206,SACRAMENTO
94207,SACRAMENTO
94208,SACRAMENTO
94209,SACRAMENTO
94211,SACRAMENTO
94229,SACRAMENTO
94230,SACRAMENTO
94232,SACRAMENTO
94234,SACRAMENTO
94235,SACRAMENTO
94236,SACRAMENTO
94237,SACRAMENTO
94239,SACRAMENTO
94240,SACRAMENTO
94243,SACRAMENTO
94244,SACRAMENTO
94245,SACRAMENTO
94246,SACRAMENTO
94247,SACRAMENTO
94248,SACRAMENTO
94249,SACRAMENTO
94250,SACRAMENTO
94252,SACRAMENTO
94253,SACRAMENTO
94254,SACRAMENTO
94256,SACRAMENTO
94257,SACRAMENTO
94258,SACRAMENTO
94259,SACRAMENTO
94261,SACRAMENTO
94262,SACRAMENTO
94263,SACRAMENTO
94267,SACRAMENTO
94268,SACRAMENTO
94269,SACRAMENTO
94271,SACRAMENTO
94273,SACRAMENTO
94274,SACRAMENTO
94277,SACRAMENTO
94278,SACRAMENTO
94279,SACRAMENTO
94280,SACRAMENTO
94282,SACRAMENTO
94283,SACRAMENTO
94284,SACRAMENTO
94285,SACRAMENTO
94286,SACRAMENTO
94287,SACRAMENTO
94288,SACRAMENTO
94289,SACRAMENTO
94290,SACRAMENTO
94291,SACRAMENTO
94293,SACRAMENTO
94294,SACRAMENTO
94295,SACRAMENTO
94296,SACRAMENTO
94297,SACRAMENTO
94298,SACRAMENTO
94299,SACRAMENTO
94301,PALO ALTO
94302,PALO ALTO
94303,PALO ALTO
94304,PALO ALTO
94305,STANFORD
94306,PALO ALTO
94307,PALO ALTO
94308,PALO ALTO
94309,PALO ALTO
94310,PALO ALTO
94401,SAN MATEO
94402,SAN MATEO
94403,SAN MATEO
94404,SAN MATEO
94405,SAN MATEO
94406,SAN MATEO
94407,SAN MATEO
94408,SAN MATEO
94409,SAN MATEO
94497,SAN MATEO
94501,ALAMEDA
94502,ALAMEDA
94503,AMERICAN CANYON
94506,DANVILLE
94507,ALAMO
94508,ANGWIN
94509,ANTIOCH
94510,BENICIA
94511,BETHEL ISLAND
94512,BIRDS LANDING
94513,BRENTWOOD
94514,BYRON
94515,CALISTOGA
94516,CANYON
94517,CLAYTON
94518,CONCORD
94519,CONCORD
94520,CONCORD
94521,CONCORD
94522,CONCORD
94523,PLEASANT HILL
94524,CONCORD
94525,CROCKETT
94526,DANVILLE
94527,CONCORD
94528,DIABLO
94529,CONCORD
94530,EL CERRITO
94531,ANTIOCH
94533,FAIRFIELD
94535,TRAVIS AFB
94536,FREMONT
94537,FREMONT
94538,FREMONT
94539,FREMONT
94540,HAYWARD
94541,HAYWARD
94542,HAYWARD
94543,HAYWARD
94544,HAYWARD
94545,HAYWARD
94546,CASTRO VALLEY
94547,HERCULES
94548,KNIGHTSEN
94549,LAFAYETTE
94550,LIVERMORE
94551,LIVERMORE
94552,CASTRO VALLEY
94553,MARTINEZ
94555,FREMONT
94556,MORAGA
94557,HAYWARD
94558,NAPA
94559,NAPA
94560,NEWARK
94561,OAKLEY
94562,OAKVILLE
94563,ORINDA
94564,PINOLE
94565,PITTSBURG
94566,PLEASANTON
94567,POPE VALLEY
94568,DUBLIN
94569,PORT COSTA
94570,MORAGA
94571,RIO VISTA
94572,RODEO
94573,RUTHERFORD
94574,SAINT HELENA
94575,MORAGA
94576,DEER PARK
94577,SAN LEANDRO
94578,SAN LEANDRO
94579,SAN LEANDRO
94580,SAN LORENZO
94581,NAPA
94583,SAN RAMON
94585,SUISUN CITY
94586,SUNOL
94587,UNION CITY
94588,PLEASANTON
94589,VALLEJO
94590,VALLEJO
94591,VALLEJO
94592,VALLEJO
94595,WALNUT CREEK
94596,WALNUT CREEK
94597,WALNUT CREEK
94598,WALNUT CREEK
94599,YOUNTVILLE
94601,OAKLAND
94602,OAKLAND
94603,OAKLAND
94604,OAKLAND
94605,OAKLAND
94606,OAKLAND
94607,OAKLAND
94608,EMERYVILLE
94609,OAKLAND
94610,OAKLAND
94611,OAKLAND
94612,OAKLAND
94613,OAKLAND
94614,OAKLAND
94615,OAKLAND
94617,OAKLAND
94618,OAKLAND
94619,OAKLAND
94620,PIEDMONT
94621,OAKLAND
94622,OAKLAND
94623,OAKLAND
94624,OAKLAND
94625,OAKLAND
94626,OAKLAND
94627,OAKLAND
94643,OAKLAND
94649,OAKLAND
94659,OAKLAND
94660,OAKLAND
94661,OAKLAND
94662,EMERYVILLE
94666,OAKLAND
94701,BERKELEY
94702,BERKELEY
94703,BERKELEY
94704,BERKELEY
94705,BERKELEY
94706,ALBANY
94707,BERKELEY
94708,BERKELEY
94709,BERKELEY
94710,BERKELEY
94712,BERKELEY
94720,BERKELEY
94801,RICHMOND
94802,RICHMOND
94803,EL SOBRANTE
94804,RICHMOND
94805,RICHMOND
94806,SAN PABLO
94807,RICHMOND
94808,RICHMOND
94820,EL SOBRANTE
94850,RICHMOND
94901,SAN RAFAEL
94903,SAN RAFAEL
94904,GREENBRAE
94912,SAN RAFAEL
94913,SAN RAFAEL
94914,KENTFIELD
94915,SAN RAFAEL
94920,BELVEDERE TIBURON
94922,BODEGA
94923,BODEGA BAY
94924,BOLINAS
94925,CORTE MADERA
94926,COTATI
94927,ROHNERT PARK
94928,ROHNERT PARK
94929,DILLON BEACH
94930,FAIRFAX
94931,COTATI
94933,FOREST KNOLLS
94937,INVERNESS
94938,LAGUNITAS
94939,LARKSPUR
94940,MARSHALL
94941,MILL VALLEY
94942,MILL VALLEY
94945,NOVATO
94946,NICASIO
94947,NOVATO
94948,NOVATO
94949,NOVATO
94950,OLEMA
94951,PENNGROVE
94952,PETALUMA
94953,PETALUMA
94954,PETALUMA
94955,PETALUMA
94956,POINT REYES STATION
94957,ROSS
94960,SAN ANSELMO
94963,SAN GERONIMO
94964,SAN QUENTIN
94965,SAUSALITO
94966,SAUSALITO
94970,STINSON BEACH
94971,TOMALES
94972,VALLEY FORD
94973,WOODACRE
94974,SAN QUENTIN
94975,PETALUMA
94976,CORTE MADERA
94977,LARKSPUR
94978,FAIRFAX
94979,SAN ANSELMO
94998,NOVATO
94999,PETALUMA
95001,APTOS
95002,ALVISO
95003,APTOS
95004,AROMAS
95005,BEN LOMOND
95006,BOULDER CREEK
95007,BROOKDALE
95008,CAMPBELL
95009,CAMPBELL
95010,CAPITOLA
95011,CAMPBELL
95012,CASTROVILLE
95013,COYOTE
95014,CUPERTINO
95015,CUPERTINO
95017,DAVENPORT
95018,FELTON
95019,FREEDOM
95020,GILROY
95021,GILROY
95023,HOLLISTER
95024,HOLLISTER
95026,HOLY CITY
95030,LOS GATOS
95031,LOS GATOS
95032,LOS GATOS
95033,LOS GATOS
95035,MILPITAS
95036,MILPITAS
95037,MORGAN HILL
95038,MORGAN HILL
95039,MOSS LANDING
95041,MOUNT HERMON
95042,NEW ALMADEN
95043,PAICINES
95044,REDWOOD ESTATES
95045,SAN JUAN BAUTISTA
95046,SAN MARTIN
95050,SANTA CLARA
95051,SANTA CLARA
95052,SANTA CLARA
95053,SANTA CLARA
95054,SANTA CLARA
95055,SANTA CLARA
95056,SANTA CLARA
95060,SANTA CRUZ
95061,SANTA CRUZ
95062,SANTA CRUZ
95063,SANTA CRUZ
95064,SANTA CRUZ
95065,SANTA CRUZ
95066,SCOTTS VALLEY
95067,SCOTTS VALLEY
95070,SARATOGA
95071,SARATOGA
95073,SOQUEL
95075,TRES PINOS
95076,WATSONVILLE
95077,WATSONVILLE
95101,SAN JOSE
95102,SAN JOSE
95103,SAN JOSE
95106,SAN JOSE
95108,SAN JOSE
95109,SAN JOSE
95110,SAN JOSE
95111,SAN JOSE
95112,SAN JOSE
95113,SAN JOSE
95114,SAN JOSE
95115,SAN JOSE
95116,SAN JOSE
95117,SAN JOSE
95118,SAN JOSE
95119,SAN JOSE
95120,SAN JOSE
95121,SAN JOSE
95122,SAN JOSE
95123,SAN JOSE
95124,SAN JOSE
95125,SAN JOSE
95126,SAN JOSE
95127,SAN JOSE
95128,SAN JOSE
95129,SAN JOSE
95130,SAN JOSE
95131,SAN JOSE
95132,SAN JOSE
95133,SAN JOSE
95134,SAN JOSE
95135,SAN JOSE
95136,SAN JOSE
95137,SAN JOSE
95138,SAN JOSE
95139,SAN JOSE
95140,MOUNT HAMILTON
95141,SAN JOSE
95142,SAN JOSE
95148,SAN JOSE
95150,SAN JOSE
95151,SAN JOSE
95152,SAN JOSE
95153,SAN JOSE
95154,SAN JOSE
95155,SAN JOSE
95156,SAN JOSE
95157,SAN JOSE
95158,SAN JOSE
95159,SAN JOSE
95160,SAN JOSE
95161,SAN JOSE
95164,SAN JOSE
95170,SAN JOSE
95171,SAN JOSE
95172,SAN JOSE
95173,SAN JOSE
95190,SAN JOSE
95191,SAN JOSE
95192,SAN JOSE
95193,SAN JOSE
95194,SAN JOSE
95196,SAN JOSE
95201,STOCKTON
95202,STOCKTON
95203,STOCKTON
95204,STOCKTON
95205,STOCKTON
95206,STOCKTON
95207,STOCKTON
95208,STOCKTON
95209,STOCKTON
95210,STOCKTON
95211,STOCKTON
95212,STOCKTON
95213,STOCKTON
95215,STOCKTON
95219,STOCKTON
95220,ACAMPO
95221,ALTAVILLE
95222,ANGELS CAMP
95223,ARNOLD
95224,AVERY
95225,BURSON
95226,CAMPO SECO
95227,CLEMENTS
95228,COPPEROPOLIS
95229,DOUGLAS FLAT
95230,FARMINGTON
95231,FRENCH CAMP
95232,GLENCOE
95233,HATHAWAY PINES
95234,HOLT
95236,LINDEN
95237,LOCKEFORD
95240,LODI
95241,LODI
95242,LODI
95245,MOKELUMNE HILL
95246,MOUNTAIN RANCH
95247,MURPHYS
95248,RAIL ROAD FLAT
95249,SAN ANDREAS
95250,SHEEP RANCH
95251,VALLECITO
95252,VALLEY SPRINGS
95253,VICTOR
95254,WALLACE
95255,WEST POINT
95257,WILSEYVILLE
95258,WOODBRIDGE
95267,STOCKTON
95269,STOCKTON
95290,STOCKTON
95296,LYOTH
95297,STOCKTON
95298,STOCKTON
95301,ATWATER
95303,BALLICO
95304,TRACY
95305,BIG OAK FLAT
95306,CATHEYS VALLEY
95307,CERES
95309,CHINESE CAMP
95310,COLUMBIA
95311,COULTERVILLE
95312,CRESSEY
95313,CROWS LANDING
95314,DARDANELLE
95315,DELHI
95316,DENAIR
95317,EL NIDO
95318,EL PORTAL
95319,EMPIRE
95320,ESCALON
95321,GROVELAND
95322,GUSTINE
95323,HICKMAN
95324,HILMAR
95325,HORNITOS
95326,HUGHSON
95327,JAMESTOWN
95328,KEYES
95329,LA GRANGE
95330,LATHROP
95333,LE GRAND
95334,LIVINGSTON
95335,LONG BARN
95336,MANTECA
95337,MANTECA
95338,MARIPOSA
95340,MERCED
95341,MERCED
95342,ATWATER
95343,MERCED
95344,MERCED
95345,MIDPINES
95346,MI WUK VILLAGE
95347,MOCCASIN
95348,MERCED
95350,MODESTO
95351,MODESTO
95352,MODESTO
95353,MODESTO
95354,MODESTO
95355,MODESTO
95356,MODESTO
95357,MODESTO
95358,MODESTO
95360,NEWMAN
95361,OAKDALE
95363,PATTERSON
95364,PINECREST
95365,PLANADA
95366,RIPON
95367,RIVERBANK
95368,SALIDA
95369,SNELLING
95370,SONORA
95372,SOULSBYVILLE
95373,STANDARD
95374,STEVINSON
95375,STRAWBERRY
95376,TRACY
95377,TRACY
95378,TRACY
95379,TUOLUMNE
95380,TURLOCK
95381,TURLOCK
95382,TURLOCK
95383,TWAIN HARTE
95385,VERNALIS
95386,WATERFORD
95387,WESTLEY
95388,WINTON
95389,YOSEMITE NATIONAL PARK
95390,RIVERBANK
95391,TRACY
95397,MODESTO
95401,SANTA ROSA
95402,SANTA ROSA
95403,SANTA ROSA
95404,SANTA ROSA
95405,SANTA ROSA
95406,SANTA ROSA
95407,SANTA ROSA
95408,SANTA ROSA
95409,SANTA ROSA
95410,ALBION
95412,ANNAPOLIS
95415,BOONVILLE
95416,BOYES HOT SPRINGS
95417,BRANSCOMB
95418,CALPELLA
95419,CAMP MEEKER
95420,CASPAR
95421,CAZADERO
95422,CLEARLAKE
95423,CLEARLAKE OAKS
95424,CLEARLAKE PARK
95425,CLOVERDALE
95426,COBB
95427,COMPTCHE
95428,COVELO
95429,DOS RIOS
95430,DUNCANS MILLS
95431,ELDRIDGE
95432,ELK
95433,EL VERANO
95435,FINLEY
95436,FORESTVILLE
95437,FORT BRAGG
95439,FULTON
95441,GEYSERVILLE
95442,GLEN ELLEN
95443,GLENHAVEN
95444,GRATON
95445,GUALALA
95446,GUERNEVILLE
95448,HEALDSBURG
95449,HOPLAND
95450,JENNER
95451,KELSEYVILLE
95452,KENWOOD
95453,LAKEPORT
95454,LAYTONVILLE
95456,LITTLERIVER
95457,LOWER LAKE
95458,LUCERNE
95459,MANCHESTER
95460,MENDOCINO
95461,MIDDLETOWN
95462,MONTE RIO
95463,NAVARRO
95464,NICE
95465,OCCIDENTAL
95466,PHILO
95468,POINT ARENA
95469,POTTER VALLEY
95470,REDWOOD VALLEY
95471,RIO NIDO
95472,SEBASTOPOL
95473,SEBASTOPOL
95476,SONOMA
95480,STEWARTS POINT
95481,TALMAGE
95482,UKIAH
95485,UPPER LAKE
95486,VILLA GRANDE
95487,VINEBURG
95488,WESTPORT
95490,WILLITS
95492,WINDSOR
95493,WITTER SPRINGS
95494,YORKVILLE
95497,THE SEA RANCH
95501,EUREKA
95502,EUREKA
95503,EUREKA
95511,ALDERPOINT
95514,BLOCKSBURG
95518,ARCATA
95519,MCKINLEYVILLE
95521,ARCATA
95524,BAYSIDE
95525,BLUE LAKE
95526,BRIDGEVILLE
95527,BURNT RANCH
95528,CARLOTTA
95531,CRESCENT CITY
95532,CRESCENT CITY
95534,CUTTEN
95536,FERNDALE
95537,FIELDS LANDING
95538,FORT DICK
95540,FORTUNA
95542,GARBERVILLE
95543,GASQUET
95545,HONEYDEW
95546,HOOPA
95547,HYDESVILLE
95548,KLAMATH
95549,KNEELAND
95550,KORBEL
95551,LOLETA
95552,MAD RIVER
95553,MIRANDA
95554,MYERS FLAT
95555,ORICK
95556,ORLEANS
95558,PETROLIA
95559,PHILLIPSVILLE
95560,REDWAY
95562,RIO DELL
95563,SALYER
95564,SAMOA
95565,SCOTIA
95567,SMITH RIVER
95568,SOMES BAR
95569,REDCREST
95570,TRINIDAD
95571,WEOTT
95573,WILLOW CREEK
95585,LEGGETT
95587,PIERCY
95589,WHITETHORN
95595,ZENIA
95601,AMADOR CITY
95602,AUBURN
95603,AUBURN
95604,AUBURN
95605,WEST SACRAMENTO
95606,BROOKS
95607,CAPAY
95608,CARMICHAEL
95609,CARMICHAEL
95610,CITRUS HEIGHTS
95611,CITRUS HEIGHTS
95612,CLARKSBURG
95613,COLOMA
95614,COOL
95615,COURTLAND
95616,DAVIS
95617,DAVIS
95618,EL MACERO
95619,DIAMOND SPRINGS
95620,DIXON
95621,CITRUS HEIGHTS
95623,EL DORADO
95624,ELK GROVE
95625,ELMIRA
95626,ELVERTA
95627,ESPARTO
95628,FAIR OAKS
95629,FIDDLETOWN
95630,FOLSOM
95631,FORESTHILL
95632,GALT
95633,GARDEN VALLEY
95634,GEORGETOWN
95635,GREENWOOD
95636,GRIZZLY FLATS
95637,GUINDA
95638,HERALD
95639,HOOD
95640,IONE
95641,ISLETON
95642,JACKSON
95644,KIT CARSON
95645,KNIGHTS LANDING
95646,KIRKWOOD
95648,LINCOLN
95650,LOOMIS
95651,LOTUS
95652,MCCLELLAN
95653,MADISON
95654,MARTELL
95655,MATHER
95656,MOUNT AUKUM
95658,NEWCASTLE
95659,NICOLAUS
95660,NORTH HIGHLANDS
95661,ROSEVILLE
95662,ORANGEVALE
95663,PENRYN
95664,PILOT HILL
95665,PINE GROVE
95666,PIONEER
95667,PLACERVILLE
95668,PLEASANT GROVE
95669,PLYMOUTH
95670,RANCHO CORDOVA
95671,REPRESA
95672,RESCUE
95673,RIO LINDA
95674,RIO OSO
95675,RIVER PINES
95676,ROBBINS
95677,ROCKLIN
95678,ROSEVILLE
95679,RUMSEY
95680,RYDE
95681,SHERIDAN
95682,SHINGLE SPRINGS
95683,SLOUGHHOUSE
95684,SOMERSET
95685,SUTTER CREEK
95686,THORNTON
95687,VACAVILLE
95688,VACAVILLE
95689,VOLCANO
95690,WALNUT GROVE
95691,WEST SACRAMENTO
95692,WHEATLAND
95693,WILTON
95694,WINTERS
95695,WOODLAND
95696,VACAVILLE
95697,YOLO
95698,ZAMORA
95699,DRYTOWN
95701,ALTA
95703,APPLEGATE
95709,CAMINO
95712,CHICAGO PARK
95713,COLFAX
95714,DUTCH FLAT
95715,EMIGRANT GAP
95717,GOLD RUN
95720,KYBURZ
95721,ECHO LAKE
95722,MEADOW VISTA
95724,NORDEN
95726,POLLOCK PINES
95728,SODA SPRINGS
95735,TWIN BRIDGES
95736,WEIMAR
95741,RANCHO CORDOVA
95742,RANCHO CORDOVA
95743,RANCHO CORDOVA
95746,GRANITE BAY
95747,ROSEVILLE
95758,ELK GROVE
95759,ELK GROVE
95762,EL DORADO HILLS
95763,FOLSOM
95765,ROCKLIN
95776,WOODLAND
95798,WEST SACRAMENTO
95799,WEST SACRAMENTO
95812,SACRAMENTO
95813,SACRAMENTO
95814,SACRAMENTO
95815,SACRAMENTO
95816,SACRAMENTO
95817,SACRAMENTO
95818,SACRAMENTO
95819,SACRAMENTO
95820,SACRAMENTO
95821,SACRAMENTO
95822,SACRAMENTO
95823,SACRAMENTO
95824,SACRAMENTO
95825,SACRAMENTO
95826,SACRAMENTO
95827,SACRAMENTO
95828,SACRAMENTO
95829,SACRAMENTO
95830,SACRAMENTO
95831,SACRAMENTO
95832,SACRAMENTO
95833,SACRAMENTO
95834,SACRAMENTO
95835,SACRAMENTO
95836,SACRAMENTO
95837,SACRAMENTO
95838,SACRAMENTO
95840,SACRAMENTO
95841,SACRAMENTO
95842,SACRAMENTO
95843,ANTELOPE
95851,SACRAMENTO
95852,SACRAMENTO
95853,SACRAMENTO
95857,SACRAMENTO
95860,SACRAMENTO
95864,SACRAMENTO
95865,SACRAMENTO
95866,SACRAMENTO
95867,SACRAMENTO
95873,SACRAMENTO
95887,SACRAMENTO
95894,SACRAMENTO
95899,SACRAMENTO
95901,MARYSVILLE
95903,BEALE AFB
95910,ALLEGHANY
95912,ARBUCKLE
95913,ARTOIS
95914,BANGOR
95915,BELDEN
95916,BERRY CREEK
95917,BIGGS
95918,BROWNS VALLEY
95919,BROWNSVILLE
